Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Wood
appliedenergistics2:facade:0, Cable Facade - Canopy Tree Wood
appliedenergistics2:facade:0, Cable Facade - Mangrove Wood
appliedenergistics2:facade:0, Cable Facade - Darkwood
appliedenergistics2:facade:0, Cable Facade - Roots
appliedenergistics2:facade:0, Cable Facade - Liveroots
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Canopy Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Mangrove Leaves
appliedenergistics2:facade:0, Cable Facade - Rainbow Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Mazestone
appliedenergistics2:facade:0, Cable Facade - Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Mazestone
appliedenergistics2:facade:0, Cable Facade - Decorative Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Mazestone Brick
appliedenergistics2:facade:0, Cable Facade - Mazestone Mosaic
appliedenergistics2:facade:0, Cable Facade - Mazestone Border
appliedenergistics2:facade:0, Cable Facade - Hedge
appliedenergistics2:facade:0, Cable Facade - Uncrafting Table
appliedenergistics2:facade:0, Cable Facade - Nagastone Head
appliedenergistics2:facade:0, Cable Facade - Nagastone
appliedenergistics2:facade:0, Cable Facade - Timewood
appliedenergistics2:facade:0, Cable Facade - Transwood
appliedenergistics2:facade:0, Cable Facade - Minewood
appliedenergistics2:facade:0, Cable Facade - Sortingwood
appliedenergistics2:facade:0, Cable Facade - Timewood Leaves
appliedenergistics2:facade:0, Cable Facade - Leaves of Transformation
appliedenergistics2:facade:0, Cable Facade - Miner's Leaves
appliedenergistics2:facade:0, Cable Facade - Sorting Leaves
appliedenergistics2:facade:0, Cable Facade - Timewood Clock
appliedenergistics2:facade:0, Cable Facade - Heart of Transformation
appliedenergistics2:facade:0, Cable Facade - Minewood Core
appliedenergistics2:facade:0, Cable Facade - Sortingwood Engine
appliedenergistics2:facade:0, Cable Facade - Towerwood Planks
appliedenergistics2:facade:0, Cable Facade - Encased Towerwood
appliedenergistics2:facade:0, Cable Facade - Cracked Towerwood
appliedenergistics2:facade:0, Cable Facade - Mossy Towerwood
appliedenergistics2:facade:0, Cable Facade - Infested Towerwood
appliedenergistics2:facade:0, Cable Facade - Reappearing Block
appliedenergistics2:facade:0, Cable Facade - Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Locked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Unlocked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Carminite Builder
appliedenergistics2:facade:0, Cable Facade - Anti-builder
appliedenergistics2:facade:0, Cable Facade - Ghast Trap
appliedenergistics2:facade:0, Cable Facade - Carminite Reactor
appliedenergistics2:facade:0, Cable Facade - Stronghold Shield
appliedenergistics2:facade:0, Cable Facade - Aurora Block
appliedenergistics2:facade:0, Cable Facade - Underbrick
appliedenergistics2:facade:0, Cable Facade - Mossy Underbrick
appliedenergistics2:facade:0, Cable Facade - Cracked Underbrick
appliedenergistics2:facade:0, Cable Facade - Underbrick Floor
appliedenergistics2:facade:0, Cable Facade - Thorn Leaves
appliedenergistics2:facade:0, Cable Facade - Beanstalk Leaves
appliedenergistics2:facade:0, Cable Facade - Weathered Deadrock
appliedenergistics2:facade:0, Cable Facade - Cracked Deadrock
appliedenergistics2:facade:0, Cable Facade - Deadrock
appliedenergistics2:facade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:facade:0, Cable Facade - Aurora Pillar
appliedenergistics2:facade:0, Cable Facade - Trollsteinn
appliedenergistics2:facade:0, Cable Facade - Wispy Cloud
appliedenergistics2:facade:0, Cable Facade - Fluffy Cloud
appliedenergistics2:facade:0, Cable Facade - Giant Cobblestone
appliedenergistics2:facade:0, Cable Facade - Giant Log
appliedenergistics2:facade:0, Cable Facade - Giant Leaves
appliedenergistics2:facade:0, Cable Facade - Giant Obsidian
appliedenergistics2:facade:0, Cable Facade - Huge Stalk
appliedenergistics2:facade:0, Cable Facade - Huge Mushgloom
appliedenergistics2:facade:0, Cable Facade - Castle Brick
appliedenergistics2:facade:0, Cable Facade - Worn Castle Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Castle Brick
appliedenergistics2:facade:0, Cable Facade - Castle Roof Tile
appliedenergistics2:facade:0, Cable Facade - Mossy Castle Brick
appliedenergistics2:facade:0, Cable Facade - Thick Castle Brick
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Tile
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Tiles
appliedenergistics2:facade:0, Cable Facade - Pink Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Blue Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Violet Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Cinder Furnace [NYI]
appliedenergistics2:facade:0, Cable Facade - Cinder Log [NYI]
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Door
